area,predicted_iou,point_coords,scale (um/px),index,Red,Green,Blue,perimeter(um),area(um),circularity,centroid_x,centroid_y,droplet,x,y,w,h
6719,0.9853760004043579,"[67.5, 185.625]",6.0755,0,0.0,255.0,0.0,50.48721304215303,182.02900312076522,1.114326197543924,67,138,True,23,93,91,94
5275,0.9829415082931519,"[67.5, 286.875]",6.0755,1,255.0,0.0,255.0,44.6347976239088,142.90861608305352,1.1093762457568137,49,313,True,9,273,84,80
3754,0.9668432474136353,"[67.5, 388.125]",6.0755,2,0.0,127.5,255.0,37.87468453119168,101.70216962574084,1.1224266415823427,73,387,True,38,354,72,70
5244,0.9696038961410522,"[67.5, 860.625]",6.0755,3,255.0,127.5,0.0,44.63479756504486,142.06877397905834,1.1159343403760824,69,847,True,29,805,80,84
4692,0.9734373092651367,"[67.5, 928.125]",6.0755,4,127.5,191.25,127.5,41.96133218020748,127.11416619178902,1.1022870829695226,65,954,True,26,916,76,79
5190,0.9801721572875977,"[112.5, 84.375]",6.0755,5,92.55211657631583,7.3926234949487055,170.30835204762974,44.30560674817265,140.60582321726025,1.1109747932068859,113,58,True,72,18,81,82
5298,0.9840258955955505,"[112.5, 286.875]",6.0755,6,253.46940800035003,126.80459147499215,210.87659711053848,44.57831743783631,143.53172474085642,1.101766535865441,111,249,True,69,209,84,81
4845,0.9798566699028015,"[112.5, 320.625]",6.0755,7,255.0,0.0,0.0,42.36354616755527,131.25919335021692,1.0880403932623424,147,327,True,110,288,76,77
4266,0.9754350781440735,"[112.5, 590.625]",6.0755,8,44.10374524029731,126.49906114642805,9.786242159141647,40.17902160316777,115.5731101820486,1.1115577970600952,106,621,True,68,585,76,73
5862,0.9790915250778198,"[112.5, 691.875]",6.0755,9,12.981662633395125,252.39299957349178,217.31798523412496,47.2517831169934,158.81143269741418,1.118780211348792,81,702,True,37,661,88,86
4101,0.9840080142021179,"[157.5, 84.375]",6.0755,10,255.0,255.0,0.0,39.12811618353171,111.10298285433223,1.0965849870874251,190,77,True,156,41,68,74
5295,0.9822839498519897,"[157.5, 185.625]",6.0755,11,155.16844500505388,82.02391776955837,89.51902354888738,45.06040647602623,143.4504496985343,1.1263631456726328,153,171,True,112,130,81,84
2942,0.9358442425727844,"[157.5, 421.875]",6.0755,12,4.574582860034476,92.29660212300577,132.76156966411855,35.15442906363139,79.70372483722151,1.2338762817431572,131,415,False,92,387,71,56
4508,0.9808155298233032,"[157.5, 489.375]",6.0755,13,153.6785047400296,70.82371567225087,254.0802230586709,41.43245309853729,122.12929692936592,1.1185401399852888,129,491,True,91,457,77,72
4040,0.9772697687149048,"[157.5, 590.625]",6.0755,14,136.67986776662582,229.25372916218342,250.4276909294732,39.2079911951312,109.45039032711587,1.1176916468748317,159,564,True,122,529,72,72
4507,0.9746307730674744,"[157.5, 826.875]",6.0755,15,123.8806167067237,216.38264777746514,1.629251604389395,41.41591070277359,122.10220524859189,1.1178951178779952,143,810,True,105,774,77,74
4944,0.9762898087501526,"[157.5, 860.625]",6.0755,16,0.0,0.0,255.0,43.238158540346625,133.94126974684676,1.110734095977346,149,890,True,109,853,82,75
4593,0.9806666374206543,"[157.5, 995.625]",6.0755,17,3.389413997511932,211.0911587543449,109.67884132070438,41.26301263842639,124.4320897951592,1.0888789615001429,144,970,True,105,936,79,73
4457,0.9865449666976929,"[202.5, 151.875]",6.0755,18,127.5,0.0,0.0,40.797466251077246,120.74762120988996,1.0969275292084923,233,146,True,196,109,75,75
